VIN,Frequency
64847cc4fb4c0cab7,2
247e4b9573fef693e,2
bc51c0ebffeae2654,2
d2daf6e095a51e00e,2
253e93cc52211643c,2
fa744f64696de11d6,2
7016f16f3a5db7dcb,2
cda9e2f680dd3f9a2,2
2a10b823dd12a12a7,2
f0c55ae336a1ca14e,2
6c4a836e3e49af9f0,2
87bf77455b8661f07,2
122a75ae4dfd4e162,2
2286836976b823aa1,2
e39f5a2adf2efb7bb,2
1bf703ae1818fc7b7,2
4c1e9561485f76864,2
70dbabb5fa7f16bf8,2
8e6edbccc9c4000a9,2
74bb9c480edf100f0,2
71b9ee4420e5d7953,2
21ce3ef5f0852d19e,2
e13e9c27a16fdca37,2
f5374f4a380177f90,2
bd903db4f182b9574,2
9b949feabfd43efa1,2
56a6b5ccc1a4e99bf,2
ceb404ae3b9c21552,2
392c3adf6b596bf90,2
24218e6216308fab9,2
9fe89c3d47fd1274c,2
585abc131fc0825d9,2
c88c65f562b7147f7,2
49d37eba2acda8d7d,2
ba4a7f37588d13bde,2
cf18221e06e430593,2
d2818dbbedbe7fef0,2
ab0485ac1c3c0bf67,2
2266ed2d5065bcc5b,2
286a5ad4a1c37990c,2
ce7c0b5eb3ec355a3,2
480127fdd96769af8,2
f44996f03883375aa,2
3f9d613b47a4b6aa5,2
61592895862a22ba9,2
63dd4600355c6893c,2
5e381cb6f069d347b,2
7ace5b96ed57ae505,2
998a0e51b66d4e4ba,2
823c395da706e4c3c,2
22428d3b8fc57c2cb,2
5595f67e5ec2cfaa0,2
27f495ff1492d63c8,2
2b6766131fa80f775,2
c85292c04033d0d54,2
0e7f2ade37d7dccbb,2
6feef88fe581abc3f,2
2ba958793113bc406,2
e4ecf7d5c4421ca2e,2
63810914a348342dc,2
76615858873456d18,2
2d6a9dd88e86693ee,2
d70dd9bba48148399,2
5615d0c2b96f6ac52,2
7e5e95d9bda3d286e,2
ec7be126fc2ed12a9,2
0d0f280ffb44c5985,2
bd42580fa8e4b7954,2
ce065c04b683b664a,2
29126c39f6f4c177e,2
e8e66dcf375ab15eb,2
8a17dafd13cb03459,2
55b8046ad4bdce192,2
5db15376e52f55850,2
37b254d1437bca324,2
96fd97b172f794ccb,2
4c0c7c84dbc480162,2
03f4267bd8978d856,2
d0338640183974826,2
094909717037a3de1,2
0b3357baac18989de,2
ff1c4ea6bbfce1376,2
51cb1b77631e6e522,2
dd04dc584bdff7248,2
71a747bb1ac61248b,2
d94ac7dc5db7aa518,2
17037e3dffe91bd3a,2
d20dd26f9499d8280,2
a3173184e0b20c68c,2
7ce1c4c6b4ebf5030,2
1d65361bc5398e498,2
004ddf71efe8aed2f,2
d70cf733e9cf168e5,2
89b265d62012bf37f,2
d97a06062e68081c4,2
df4e76ccc163f9c60,2
0846d0f3dac537a96,2
ea1bd5f7341891a8a,2
b40f91f46ee832a15,2
12e5ffd454a56248b,2
63639cbd4b05985cd,2
48e3a7021d84a58fc,2
1bbe39036b9a3824d,2
dbce191200e50f2c4,2
4bd47c18f7c25c6f6,2
8ccea3368718d59e1,2
00e0fe06e2975135f,2
8fa0ae7aa561bcacf,2
d3482de675b67f30f,2
6eb7ad2dc870cfce8,2
c056c1af853f9da7c,2
d086d40a71786a612,2
41bcee9a1136b2777,2
a4910be27a722c43e,2
88741254fbfa26dc9,2
1353e90fe9d3ccea8,2
ae716d81874e13e8a,2
50932152df6dab064,2
91c53c3763aec7beb,2
a5b7b5eff10950205,2
0726dbf888a55830a,2
273f4eb97c865250c,2
324f4e75cdec25ac1,2
176ba6b6a00c26de4,2
f721d1fd928519997,2
a910de229c668ce28,2
335819c251d703b9d,2
1f3275e8880e2a0b3,2
c70d44efcaab3b79e,2
2a256d1d20f385a4d,2
40d00199ebea3cb0a,2
e9f20a833955b4c37,2
d72d6a6b4aa654fc2,2
61df7ce94a99e8104,2
0e511a6a7a9ed2e0f,2
6092b71c7b6adc13f,2
29f0e2cbc7451eaa9,2
63b3736af9adad736,2
b7cd3ede86fb5e188,2
d19d23e0351b67ce2,2
878359dc7da973eaf,2
747ea2df899e2cf5d,2
f47029b91dc01196d,2
31e74569440a53378,2
e6ba59aa7feb4bc0d,2
7a53f1e960db28c68,2
94d8f439da91043fc,2
f236180a0f7f66733,2
3ffd56e2be48badee,2
fe658f0da276d43a7,2
cbbdd429445bc5c45,2
8a235d079f4c389c3,2
68ca2581837becfad,2
ef64386448d965e37,2
f3595188445e68cf3,2
18d27ee7b4a6ccde5,2
ece8c3aa3629cc793,2
0b6f675294e8bd707,2
75f864e5fbf461486,2
23b79a8e6d28122c8,2
dabaa395af5330ae4,2
88dafcd1372542153,2
78c22c0dca2300cf5,2
7938ce7e16c52d77b,2
51a69debc095044c1,2
569110183e15ff8a4,2
df8cd94423ade4011,2
3aaaac8e883f5fc10,2
435548c5575583038,2
2cbb3fee12f0a812a,2
60650e49232d6b501,2
8ba96671713659d6b,2
2aa93628fe44479b2,2
7613a0639a654f0bf,2
35649dbdf1f282f32,2
160f429a7a60f5de3,2
3dd2016e2dcbb0f62,2
90e4d33db4155daa1,2
c31ec3f361fab4054,2
d7550ba1bc9bcea4c,2
459d28951c2046eba,2
542854de63f55f13c,2
71ed38cc790e77b64,2
1e036598c3b4b7a79,2
019cdb0ad5d8af0ac,2
71d75a7209f28378c,2
4cfa6b08a63a762a9,2
aec0af0357324e280,2
4b71b0a339d0eed54,2
4346b1174b4421917,2
da5572b3429ca5239,2
c0625596be9c0668a,2
900177fbbb37a80fe,2
2a5ebb53107566015,2
bc72a74f3f2318192,2
e3345d451385bcc47,2
e2c53237e1ba09561,2
567252ed3bdafb7e5,2
2869e1236f48abfee,2
149228ff840b1d826,2
8a82c9b8e25e50951,2
5eca61f458ae47c0b,2
e49808db7d04c8a3a,2
935a49cf69d9ca959,2
ce32ee10c52412b4c,2
a0555889f58476ac3,2
a8f54a58fe95d5a6b,2
50e52eff084a48478,2
9a20b341a5db71bf5,2
25a1fdf05042c4768,2
60d86d7c0e5d52a32,2
c8230b9d0b9f3fd08,2
9d46d46e3de2445ea,2
f6ae65e692ef504f7,2
ee0df04f5382bfae8,2
9700c91aa5ae7e126,2
98a0cada4de6b9394,2
ae57a4fc10f1a2de0,2
71640d9d84292992e,2
80d118d8901690f8f,2
736076afcbaced88c,2
c3b01e1e04ccfa155,2
991b75a5f1b5b981a,2
5877cc507f1ca6f78,2
a8a1968f7178b5320,2
247bba74591b14325,2
69eabab132ec2c2e1,2
56a0e4e313afc2f69,2
1e5c2b85d03a042c8,2
04125583ac413cc23,2
927f798b7baae3937,2
8631d863b4144e8be,2
132852dce22510fc9,2
95299b3b9eb990398,2
4dd2106c19a2c1f96,2
2174ee6632ff2fc0d,2
da6ef0cd791449cb4,2
1d47ee99b34724d29,2
aa633b2b24b88ff93,2
b3227a3c4afc83f01,2
76daf89668728313c,2
651b406378e1a9efc,2
10e0a7c884943798d,2
baef8b3ccf47c4912,2
5f4f429df8ab16483,2
c05ea3cf62467c8c0,2
02d5df39d279ea62f,2
984cf5c070ce8d302,2
d651bcf87f3ef1d92,2
4a3385c3996e10944,2
7069f82d5c0cb3198,2
8b2b92c8a0b06426c,2
b2bfa03218dadae01,2
f87dc5a826dae055e,2
22a2722ae1eedbde8,2
8ea648601e0fce009,2
54f79671bfadebf2e,2
b49dd259d610a6c6e,2
4713bbe0ba16a4c64,2
18692666e6493d545,2
8dc7be3aba0ee3601,2
09fe050333196008c,2
26ebc09a1152fc61f,2
613ee0df83ca669cc,2
18244cfc4f0e5c0a0,2
a0f4aacf485d3a81a,2
ca5142fa0b2c64340,2
c9479cb1c3c09d621,2
c49d41e1b758217d1,2
9f2a10783b34da2e2,2
f897ba4816295d7bc,2
b73c0fe6dbd09ca71,2
f8907a902ecd8cf5a,2
bdd069c18e421fcc1,2
0ae048389b17f17f5,2
95b690f5e3c43c31e,2
c5ced114cb15f0c48,2
f428d32c93340fcd4,2
5584426e709238a08,2
f1fa15687927f3e88,2
56c051be38622b8c8,2
3400fbc4aaf8af69a,2
b074ae3d5ae35ac3f,2
23c3aa060119502bd,2
76b066955a3887db6,2
be0fc322b2a6fb97d,2
90d867bf4466205c1,2
6005a550a30bb902c,2
6458838bc8b3fc35e,2
3185264607ce11172,2
406ffe937fade1ed7,2
cef203b283803b133,2
4204f9aae6aaae95b,2
f6d6ddffa9704d253,2
5510b12099c556a26,2
cf35f9079f2644bba,2
971d19bc45981f633,2
785f1b4713cfe25a2,2
54f92bc790af6a647,2
e16f56cd1a5e26dd5,2
5b7be77277b73b16c,2
ec1d51b11e4452a78,2
9a739ca340c9dabdc,2
dcdf3d9cc052696fd,2
017860cb51cade8c1,2
595cdfc238eb9de57,2
e5b3ae03832ab67d3,2
69871626d1a3207f5,2
890a361ac0aefdb6d,2
c9522eabc724e6143,2
44ab8a6f0db5b75c2,2
d3dc8f3b5ce56d6c9,2
b7f3385dd1b10595a,2
6feee7652945d5537,2
df5656aaf4f0baf98,2
49457af8799d1af18,2
6ee9d9d931afe7be8,2
65b320fc03700739a,2
6527a97ad1ed2ea6c,2
208122ba6a4d2f8ef,2
d42d9aa6364f87d04,2
d18caf8f84f644df8,2
677ef76b44d73805a,2
42bd75c1b77a4419f,2
577cb7d713f0c82ef,2
04ee9f33e1114fa6f,2
7de8ac57ff91ade13,2
e1f3017cae5976c9f,2
65926cf7c3afa2c2e,2
42d056f36ca328084,2
6aecb7febf189b4da,2
a0d4686788dfa4674,2
dcf2c7cc2212f1573,2
a0f7ae6325fa62a24,2
4c2e3b86f31d3a412,2
f3172ecca011edf96,2
043f45c5e4d7f4e93,2
71264dd4669af4fc4,2
1dee06b0a538a4081,2
649096c57b3cae2d7,2
749796e246f8fbf84,2
3f3b4285e257d07c0,2
096ae36063ad46dd9,2
41adebc13c3437721,2
5083f09704df49e85,2
64b09586b6699dce8,2
b1ef8dc7f8e4b45a8,2
f67e1021ee8238831,2
306884b875155a75c,2
d50b3f759b5e3f9c1,2
a28c2e2ea84cf3957,2
9cad95f9d2f7eeadc,2
346dbe52850ea1a12,2
e79501546c4e5ff23,2
9a3fa44da96b0b587,2
49117b387580833b1,2
434f97dcd6bfa3492,2
0c5199c1b1be3d59f,2
3a4c4f96b321f3109,2
873dcbdbb1232e2f2,2
6bf2d447de1db5ec4,2
6da3f0d8426513c9b,2
31a732dd00070fd12,2
f023f145d89342b37,2
fd6757b1ce2decc73,2
cc75f57486acaddbb,2
052b56c60bcaeb7ed,2
b160eb89865702114,2
a12a737f340b27337,2
c2dbfb7b443513367,2
8597c8e725a41ee15,2
5ef225d4b8217df53,2
81d31db9ed88c2112,2
c692dbc0caa857703,2
38404a36d51721f8a,2
746e8eace42ed4d70,2
1cdf28c3fe819f718,2
dba3083f4ed495460,2
9dfd41fb15b3c2f4b,2
063e141414e3848db,2
a03b602c2be1fb26f,2
7c3093d4f90300f17,2
f9cf74277722db29f,2
aa25dbb1563f6224a,2
e5c3c6e74fff6260a,2
a9b927f6902198f1b,2
66ff19c6b00077223,2
8769d57c2a95c2e65,2
46ae539fd44250035,2
f544a78b1bb34563b,2
f9039d00aeaaba835,2
0ff734d886df8898f,2
fee6940f493c8771c,2
75f3bb47ea589d056,2
46c505cdda62b3b80,2
37f487f602b5a98d6,2
ecbf557f3a02c7c29,2
8298dcad85fb6f316,2
f4d7d685e042bd16b,2
a9fcce90a2b9b67c5,2
b293d00e576d1fecb,2
c96a509af1ba1b59d,2
5f22b460473cc016b,2
447e1ac02d8f72a82,2
eac3910e448548759,2
72ce0370f15d96fd7,2
e75002cc9a3c3904a,2
eb3a1526c647cee2f,2
f392ecb45c080b1e0,2
b1b7d11c6ddf02759,2
d0ddaffe2f6cfb2b2,2
189d2a99522d84489,2
68f8ac032d1ad10b8,2
877446fda97cce02c,2
eec9d7063b1edbf7e,2
b00cbdc71412452b5,2
7c70da18950ffe8f7,2
b42dac9ab3793864d,2
4f05e9939dcba23da,2
c3cd145f5e2ed3c61,2
5c4033a72999a71f3,2
0a0e938758af64267,2
e2c98f27d05691510,2
18e8360c995b44d29,2
2a7c04f7957f7295d,2
74ff00f8e31de8567,2
39837be82d0cc30dd,2
ad06d531909718448,2
71bece10be5c15bb9,2
a09cbdeb6cbc3e707,2
9500c957028a20238,2
c61c95b407e39c164,2
a5165688d32d0dd2c,2
7774e83e07bae3434,2
baae58080f6c2f643,2
a05b51a9eb88b89db,2
2d3813a19a93f6242,2
05fd43912d75008be,2
9086bb6030c424aca,2
74bbc3df0bd8f1bd7,2
7a579099e015171b4,2
847271cb736716627,2
e817819720a2a0e49,2
f71877e58d8b8f267,2
65d2e62751392373a,2
f768c86e0c676842b,2
1131c2f0dea7f8d4a,2
a33d43aa2f197444d,2
7f4652fbc1a88163a,2
caecf0fc0b3bff22a,2
69f97b1327ac5b4e4,2
6f9bad772cf0e12bb,2
d9639f8f6ebf6c525,2
30a844ce933938a38,2
639500d2095b7d840,2
5e5805ebf13c91fbd,2
e618b6fb1abff6fc1,2
97df7eac1460dff5f,2
94cc1b12b60cd917a,2
ccd8e72b0550ea8e8,2
0a86183a56dc3dce5,2
aa8a7077b633dcc32,2
14491ac31a06678d3,2
5b35ec281c1f3df79,2
06e442aea0fd10df7,2
2960a2601b80b6cb5,2
4ac6bb9f70dda4b49,2
21a05f5b1bfa3db44,2
1a30a64c6189b3956,2
38956d691d41a518d,2
c8d835bbaeaa8659d,2
42864ffd0c56f9aa4,2
f6fc8ee4fd720055b,2
74b89ccca507204e8,2
5273d618d2f9d0884,2
912850081f5a67cb8,2
a2f45a26c8c0cd2a1,2
f86e717d244fd37b5,2
7719f806e7d271b9d,2
6c74c72d420374dce,2
55d8f3adc1344e2b9,2
526ffff5e6ad20bfd,2
bb1f366012214943e,2
d812ba91ed4b6d4ac,2
dff0ab87376f37932,2
59e07f6d1deb2e0bb,2
12b7c7508445b7ccd,2
2d052b57070ed4438,2
492d5e4c2695cc9c2,2
4d24ccd1c6a74568c,2
171d3a2fe566f7c9a,2
988a44da822333583,2
315abb121feb6d34a,2
ffc79998ebf0027b7,2
808070e35a03865aa,2
eeb07d4b2d465f466,2
bedffd0c158fa310b,2
4abebf9918d4c8558,2
aa3898ee1b639ab6c,2
4d174f44e70e63102,2
8de7065d5a818dbf8,2
720f9af251333ace5,2
580d48012d0896836,2
274b2f5ef6176052e,2
3757ef4b80af32521,2
f54a48c10f23cf723,2
684156b8926fee956,2
9b81b1e1c4c56b768,2
5186f4b57ca477a9f,2
603aeb86bd5d1af58,2
c0fea0124288a0a8a,2
238c7e217e1b79027,2
e91d47789eda510ce,2
45ba7a7fac3fdf3b3,2
7a1ea354f0dbafa25,2
9b5fb96f54ab5d818,2
0e4266965285301ab,2
86905d0a2a691b75f,2
efc4281f8738dd0ef,2
8f44ac6f5ba2ff105,2
e3fab584027338b8f,2
b1ab5483111a3f0e3,2
3b7cbe27c1061bad0,2
b2b6fc846be59675f,2
435e4292e352b3424,2
d42f78c10332c8632,2
45f65dab8906f83e9,2
1b5d75821c45cd107,2
7a54da027aeb86e9b,2
82b86574ecfa3c7ac,2
f340bb40f6437a766,2
32f2d330bb18bc417,2
f81a902ad7320d544,2
73fcd68ddaac05991,2
5b2cfc6bc14e1eee3,2
41fa2ab530a8361aa,2
cc50ff2e00a1c4672,2
929f86939b9323d45,2
37b76dcb67ab8aa6d,2
b80c39a8de0126320,2
c6b5a8a0c0e287633,2
b4f740c9e5955dff7,2
6180299e031ae94e7,2
5c81ca4239838e879,2
8cdfcf36b93a21df8,2
4df3d7d7bf016e27d,2
35c4eabbdac06b585,2
62ef37eb7e23c8a26,2
f65138cafe0db96d3,2
5ace65d033730de3a,2
c110e04ba1fb76bdc,2
17ca21bed31b1914b,2
ced282e09ef310a89,2
a692239e492141df3,2
072c8a9a0dc0b5635,2
2813736786e0c38e3,2
27f2dc0884316af84,2
29bc77586cfbea43d,2
4df107c6292110051,2
38d507b6d35c1d650,2
17f0a0a278b146162,2
1075f1e22830a2d86,2
a8abe97c6d72df690,2
0983d6395f5b3ceb8,2
4c61cde9c379152b0,2
4c7020629d4033078,2
60acee9bafbcfb45a,2
ca6c5d51dcac5f90f,2
82e43f5f4498182fe,2
33bd0d1d0cc8257dd,2
3d513525187a5d5c7,2
a63b6ff167514e973,2
087ca7f1631b33720,2
267dd734a75643bef,2
d89128950a11f392c,2
99b28e4f7d44b71e9,2
33155d61c20bc3079,2
e6c65ee2e974380bb,2
3469c6392a42b1b4b,2
93d89fbbf9263b7b2,2
ea07ac7dd938a75bd,2
4fbe35c146e0f6231,2
c0ae8c26f3d0328cc,2
1679f1bb51156842a,2
17f69641dd759a318,2
a2016de3dab1501a1,2
0597106f131eaa40e,2
3ecd862c11cf4f0d5,2
ac1cade4ca090073a,2
12d2a5283d2449848,2
125d1c6741c38a73a,2
0b472c65913ad9cb9,2
55c625b545213511a,2
bda46980e0020ddb3,2
70d2685be67a08132,2
5b68b710e6533908a,2
e8a63de6108316f1e,2
e259cc5e088c6ff7b,2
89e2c2f3a2983e570,2
035dae4559899e5bb,2
ff0a5e0bb71e9d8f1,2
b9a8a4b7eca323aaf,2
a48712c01d323cbec,2
f921e0cd3f82a2ebf,2
2bd79af59c59fb3a2,2
05afc0ea69c96e419,2
168e6529da245aec8,2
36d22a2a2f25254ee,2
249174105f887c80e,2
31066004adffc2b87,2
619a39cbdae834fbd,2
f4664060f386c67d4,2
d32f4f811b7c7dfcb,2
4c1084780375abe2e,2
fe6414c27e7f918d2,2
26893381760cb04f2,2
fff540d0cfce914a7,2
d3546baea95b17c1c,2
2c09d2fd4a94661da,2
6fcf0773a525ae0d1,2
610ecb771d65e6ee1,2
e221ccc8f98ed26a4,2
fc866312fcf106eb6,2
52700b67f18232b70,2
7030cd2b7af437122,2
a26e75af1cf1f900e,2
b91a19f1115f7bc46,2
0d8bc0db855106473,2
24a11858901f50721,2
e439913d57dbb29ed,2
51d3c1d9d4cec0c01,2
8a965b44a83753da9,2
b71c9a07f7456b4d2,2
bc2ac66e70285e28c,2
122c664b7af980597,2
b9315fea7373f0afd,2
11d46f5e147b3676f,2
481a9ce5a146f352c,2
9693fd790922614cc,2
9ebd24fbe0c73510d,2
b5d5c5db3adb582d7,2
28a16136ca4445d05,2
934b5eee26042b4a1,2
20eb7ca12e455a3c0,2
ce8bb9ffdef7356ab,2
bbdcf5301ab6b113f,2
f57e9d44a355fcc8a,2
1edaadd7fc6e3a8e5,2
94d0f68ecd21b168e,2
5cba8d119529af200,2
6aa56da53fa33ff74,2
e60ea1193e21e52d6,2
a6e7741969ed5b95e,2
d208fd394473371d5,2
d3f469cd6c54a8f78,2
39c204eea124d5fce,2
6ca36e3e88a58785a,2
074c0cc9773904faf,2
fd72b5df8400b683d,2
e156c506ab517ee97,2
8132d1897762eb51b,2
3c40ac00eba9de830,2
e94d0a095a2a29fbe,2
2615b8ad3f93a6fa3,2
da4b3e348c497d8d0,2
fb713b3982828aab9,2
c55ec2e0043faafcf,2
7d7fad1c65bbd6abd,2
0588ca76dd1326fdd,2
56acfa9dc476f68ab,2
688ea7b3d017451ae,2
00cd94e578cbe6c97,2
f7c757d115004628b,2
311de64cf4e4a2a31,2
e7d00268b1253def3,2
828ea66e7f35388ce,2
87fc1c99d10785eac,2
aa719b3dde7a8027c,2
8a91a4ef9b2e5e2d8,2
bf8cacff2e9aa2a7a,2
ade3d6892a4e7d694,2
465c020bdf6eeb7bf,2
44284ba58dc4ae37e,2
5633b89a6f1ea0731,2
2f763f3aa0434949a,2
d7a655c02c629d10b,2
730af79ec5d3aff5b,2
9d37eaad93827760d,2
22e28252fd2017f7d,2
fb8a18dc8fd4733f4,2
6c9734c41e64826a3,2
100542f66ad5067ce,2
af4a4b2c87eb07379,2
5e80f65613a96745a,2
54df13ec9e02158f9,2
ee70b66f751ab96e6,2
bd67d9020fe81eb7c,2
d802860a46b5c1e71,2
c52916b8ac3cc2305,2
29d758942a8c12834,2
9c21e0262cce1c050,2
33f211c257f9d4c10,2
c078d005ee321adb0,2
4552d0036e3868861,2
4fd989237da33b22d,2
c589e3511c4c3e5f0,2
0fdba4aa28b2e28e4,2
9f0751f4919d9ee05,2
cf1898df37f6401b7,2
e44722bd0877e9563,2
37a1d92ac7bad2b84,2
7ee303fbf82e993a4,2
953e1a446431010ec,2
e3eb047de5d825666,2
9209a21ae9da82dbd,2
8f522454d39c47e44,2
355b3c79cb0537c55,2
811fa65ee794fbbef,2
1ab33c380e3e228a2,2
e03eb5a6f9c48191b,2
84bc5131933fb454c,2
0711c80dde4854a58,2
77d4c056fa7116b27,2
19c79219bc2271058,2
fb120b0316f57c3eb,2
ebb7e84df5d932eb4,2
f33888ddfe6c1f0e1,2
4995ab3d90895093f,2
436dcdb0ab78cffbc,2
35b16dcc31574fed1,2
ce2b37fa015af7dce,2
e350a65674819d031,2
53167bbb2d657cf41,2
2c6f23b4c5a31b8ad,2
2b58cfde28a62f94a,2
24ecb15687519fe4f,2
ddf5ac5a500957a92,2
c60c226214fbc1b6a,2
f6e8a34381a0cfd10,2
63adc4a2d46451247,2
a696389476f196d1e,2
9c5027df551fb2175,2
2691bf6fdfb224e96,2
8bfd087608fb4fb76,2
121bb0d79fb6ce05a,2
29d7c52342e91bb2f,2
5a3522d7c9d1bed06,2
ef6699b88aaa26333,2
f87551bf1e63b9fa3,2
295dece43469cb389,2
d7ecab740c25966cb,2
6985c5fdee35bd03d,2
1ebd7ee8586f5ee69,2
5252af2fa8fd6d5df,2
a5094b9308864c82c,2
b4d43f6215c507f55,2
1d3dbb2970f23f3d1,2
beb3bf21ec7d7f8dd,2
d80fc87adb6b4bffc,2
1ddb343e2a6a38f30,2
11ee4c37aa2a7cf28,2
267dd8b2c8b56b629,2
59e05ed3be17becd5,2
c8bc392b93bb1e31c,2
28cd1c870ec6d8ac4,2
50fa9a7b8f9df06ea,2
e60b443ea438a81b8,2
86d205fc28c94d730,2
115f3d4f111f5f81e,2
964f980a7d0e929b0,2
d8659a91f42405544,2
58fb64db4cc8824d5,2
74178f2b0a8b6ac17,2
30200eafeb081d0e2,2
d2768a7e6d863786f,2
5c60a7f253c058dc2,2
90263873c5617ff8f,2
fdf0896d228238b74,2
5f9ae303be3091deb,2
b6dc84db6d6c5fc53,2
d9e6b9026e1e21180,2
1b54d73ac4be9152a,2
e2a42a882360e5a08,2
128a97f92ab631e6a,2
6d491550bc66cf290,2
bebd725d23def2663,2
8c306936cbedfd9f8,2
6b078df70a226b5be,2
0b56ac0be0c60f2bd,2
9d76b94254deaac1b,2
632fc245d9f3fd442,2
4a25941f0bd306c0d,2
152e673a65a3b4c0c,2
9d11932a87713265d,2
74e5e614134f07299,2
9d3c8df9c5bd62c1e,2
ea2939b8b4237927d,2
a55a38838379867ac,2
9d39ecb150bdd6c39,2
0d3534db5d9777a1e,2
862f63264fb761f0d,2
623272cd4e21750d6,2
728d58ddf607d3a58,2
5bee42d7b47d43096,2
899162777f2ceecb8,2
a15615166244fc3b1,2
3719ec55a87336208,2
58bfd6c3332f841da,2
a60f2a63f941d663c,2
23ecadd0af032153b,2
aabb906834ae5d33f,2
96a90ec41dab91c5b,2
5ff342ab3b514710b,2
d26d09a5d35845cb6,2
69e402b07ab9e2d57,2
b74e7c6bada3759bc,2
4dafe14e11453e08e,2
2c37c4fb40bed8342,2
cd5b7aa96edb4c7fd,2
c349386b224d258bc,2
2f6cfbb2f763b8dce,2
8f954057cab4c6c27,2
3f04ebf08764ed6d1,2
24d1bea1fbb46bf6d,2
c54099d4c1d76f480,2
68b59c2a3e4b621a4,2
bcde5381882f1716d,2
9b9f9311ad55eb89f,2
69ddd52b4298cf6b8,2
87aa83062a118fad7,2
e5b84262eb62b7fd5,2
5b83546f93ea648f6,2
a3b573f2867e8c8de,2
53642f60c2d01f890,2
a9c1378ce0764ef14,2
317dcde2456f286ee,2
b8f016fe76d271642,2
21ae30f4e326a26b5,2
25bd2d1c7f4e26e37,2
204257a9edd7affc7,2
f06c3e5556705eec4,2
6a3cd0cd0949963b4,2
8fae302b8df275212,2
4f87e663c8b303c3f,2
aff0334bb207a6580,2
88ae75a93c8b42231,2
22e7754447f569b9e,2
8f0836b552233d468,2
b7b64599639025519,2
3c07c3a87c9c7a642,2
627e12dead1d6b056,2
57138505201362150,2
c4607196cd79560b3,2
78d7dd96ba5296dcb,2
8b5a80354e0a17057,2
3f7c2375712de9774,2
20db44f1bfab15319,2
e90d6101ffa75d121,2
1d4cb125187011ba0,2
c0c404d476c7db1eb,2
6920f08850c6d5d7c,2
209d48c15f4e1b187,2
6d235600655fed8f5,2
a9baebb9e5139d0a0,2
1669945ae7ab56960,2
994f036873eb14ff5,2
76d605ae08c4babde,2
485d87e2e2db2b963,2
dd129c7a6c7bc2c62,2
4a428a74bfb4c8edd,2
9bc90394da8c2e769,2
57b4ea6858034a51e,2
045be44b4e7d16e35,2
ea2d35bb8bf095674,2
741eb4a2f900330b9,2
819ed286081fc6142,2
70a3e4a7786af191e,2
a1a1f297bcb7acca1,2
7388c3ea6bd7d8e4c,2
903798f5ffc9c03ca,2
d0800f312a4ea2bfd,2
106b6422437abea6c,2
b3a493cc9622ca7dc,2
428ac9c58e2e1232e,2
6e093626cdb101d35,2
1444cafbed9cbb81e,2
2065aa385a831e6f9,2
2bcb428914263e7e4,2
7b1093a5c7e0d0274,2
7ee3926928090f3e5,2
f5a3cdfd81b35356f,2
58952b8a2e57ffa37,2
24a6a604c52ea90cc,2
2dab50c341d687c65,2
947c9939d5b5e1dc8,2
de4b379ddf11cc3be,2
d9bdf999827ed9f2f,2
b22be4126a689eb4f,2
dee3ec4f8e875b309,2
732a91bc35b6f57a9,2
1bd00fbaf01c7e1c5,2
a74777999bb20e860,2
7fe8e56fa922e1852,2
3256f4bfba4f47e7c,2
7aebbefed44142b7a,2
c1e22a07706530034,2
1168868fd9df987fe,2
ac130591402974c2f,2
33c486a80f340d5c2,2
5819f11b238eea29f,2
70ad69a7fce27479c,2
5fa83eee9ebc27c45,2
5cee9e3f2dca0b6eb,2
b7f90c15bea4c63e9,2
ff8b83e844ae1526b,2
d4d2bf6e9d9dce408,2
5efa4b8f506f35365,2
f09a77759dd76f828,2
0f2ba85f36bbc3568,2
b6b8b263f24286aa1,2
d5741e27e7cb6b51e,2
5edf8e9e617746608,2
42ad1a69b4aaa626c,2
b13e1c45f7f619f6e,2
7796c50791cf9869d,2
10eb4f475773a0651,2
22851f3ef631ac8c3,2
5fa403141b2b154c0,2
33b105fd895933b7d,2
f7debc9169ba4161d,2
10bd3fcb70d5d35aa,2
01da0849890adcba3,2
b7d2a22e8d24c06ab,2
fad2dd20898f84779,2
c8ce87f9948b058ca,2
b48cd4ec106bda0a7,2
a9e65a309a6cbcabd,2
ba0c40782f9371931,2
31c9c7e3039fa5908,2
2a760dea5c78dae08,2
5d1a6135e883641c6,2
50461d4f912b379ed,2
10b61034a2c3b384e,2
2e3d4706963279430,2
1be2c64ecdf606da5,2
215946ea071aa44c8,2
fb41bd070b8fde4fd,2
d65131542c7ca9215,2
9bd86ac5b8d0c25d7,2
72fc48159baa07b4c,2
15618a2be9e47b4b9,2
e1a0246e3d4f6b20e,2
bb3594deb03941820,2
158136c0fbccab3cc,2
8d233af1633b48a25,2
ce61cc5f2ee3f5865,2
027026f7d7a0520dc,2
5df76b7635a8e0404,2
e274aa4c3943528d9,2
7d8d9c5b103ca4bae,2
330184afb2510a429,2
89056ca9283776a78,2
718bf2c7535110bc6,2
d71ef3d8be0046e7c,2
21201a259c30f55be,2
f7c61572162446a3c,2
b632b2d916937cfb2,2
9a3a078b4d213590e,2
b306826345e601c20,2
392cf43bcc2e8180a,2
d38479a1342a67578,2
200ceec7e47e81f2e,2
254c6fc022a0435ed,2
a17aad646b0865a77,2
2d7d6300350062704,2
f14ae4dfb0207cc85,2
